Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Gross Exp.,2,166693580.7
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Gross Imp.,1,84189589.21
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Import,5,84189589.21
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Export,6,215437757
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Gross Exp.,2,215437757
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Gross Imp.,1,103257650.6
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Import,5,103257650.6
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Export,6,259029225.6
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Gross Exp.,2,259029225.6
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Gross Imp.,1,123171668.1
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Import,5,123171668.1
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Export,6,206282996.3
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Gross Exp.,2,206282996.3
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Gross Imp.,1,119966115.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Import,5,119966115.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Export,6,274006395.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Gross Exp.,2,274006395.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Gross Imp.,1,157114791.6
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Import,5,157114791.6
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Export,6,313643530
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Gross Exp.,2,313643530
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Gross Imp.,1,196683921.4
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Import,5,196683921.4
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Export,6,289272655
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Gross Exp.,2,289272655
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Gross Imp.,1,195344346.1
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Import,5,195344346.1
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2013,Export,6,288248803.2
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2013,Gross Exp.,2,288248803.2
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2013,Gross Imp.,1,200868671.5
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2013,Import,5,200868671.5
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2014,Export,6,313979925.4
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2014,Gross Exp.,2,313979925.4
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2014,Gross Imp.,1,220449124.2
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2014,Import,5,220449124.2
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2015,Export,6,296555269.3
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2015,Gross Exp.,2,296555269.3
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2015,Gross Imp.,1,189842486.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2015,Import,5,189842486.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2016,Export,6,283658731.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2016,Gross Exp.,2,283658731.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2016,Gross Imp.,1,189461948.5
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2016,Import,5,189461948.5
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2017,Export,6,315619210.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2017,Gross Exp.,2,315619210.8
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2017,Gross Imp.,1,222649583.7
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2017,Import,5,222649583.7
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2018,Export,6,352379807.1
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2018,Gross Exp.,2,352379807.1
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2018,Gross Imp.,1,249621012.3
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2018,Import,5,249621012.3
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Export,6,366724616.3
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Gross Exp.,2,366724616.3
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Gross Imp.,1,252718295
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2019,Import,5,252718295
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Export,6,391263864
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Gross Exp.,2,391263864
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Gross Imp.,1,258516256.1
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2020,Import,5,258516256.1
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Export,6,513263830.6
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Gross Exp.,2,513263830.6
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Gross Imp.,1,308898227.4
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2021,Import,5,308898227.4
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Export,6,562453021
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Gross Exp.,2,562453021
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Gross Imp.,1,285368379
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2022,Import,5,285368379
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Export,6,501718002
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Gross Exp.,2,501718002
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Gross Imp.,1,281747964.4
S2,CHN,Total,China,EU-UK,EU28 - EU members (excl. UK) --- EU,2023,Import,5,281747964.4
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1976,Export,6,33931.514
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1976,Gross Exp.,2,33931.514
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1976,Gross Imp.,1,191841.824
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1976,Import,5,191841.824
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1977,Export,6,39897.224
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1977,Gross Exp.,2,39897.224
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1977,Gross Imp.,1,268298.815
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1977,Import,5,268298.815
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1978,Export,6,49762.385
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1978,Gross Exp.,2,49762.385
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1978,Gross Imp.,1,321084.014
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1978,Import,5,321084.014
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1979,Export,6,63262.481
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1979,Gross Exp.,2,63262.481
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1979,Gross Imp.,1,472710.765
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1979,Import,5,472710.765
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1980,Export,6,67838.556
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1980,Gross Exp.,2,67838.556
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1980,Gross Imp.,1,509593.58
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1980,Import,5,509593.58
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1981,Export,6,73610.209
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1981,Gross Exp.,2,73610.209
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1981,Gross Imp.,1,476134.359
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1981,Import,5,476134.359
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1982,Export,6,68683.329
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1982,Gross Exp.,2,68683.329
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1982,Gross Imp.,1,521339.224
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1982,Import,5,521339.224
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1983,Export,6,67124.02
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1983,Gross Exp.,2,67124.02
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1983,Gross Imp.,1,546361.596
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1983,Import,5,546361.596
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1984,Export,6,73680.782
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1984,Gross Exp.,2,73680.782
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1984,Gross Imp.,1,667446.979
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1984,Import,5,667446.979
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1985,Export,6,65284.36
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1985,Gross Exp.,2,65284.36
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1985,Gross Imp.,1,644161.709
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1985,Import,5,644161.709
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1986,Export,6,93177.889
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1986,Gross Exp.,2,93177.889
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1986,Gross Imp.,1,665319.457
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1986,Import,5,665319.457
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1987,Export,6,133811.778
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1987,Gross Exp.,2,133811.778
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1987,Gross Imp.,1,730024.93
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1987,Import,5,730024.93
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1988,Export,6,111176.256
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1988,Gross Exp.,2,168983.194
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1988,Gross Imp.,1,890549.33
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1988,Import,5,890549.33
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1988,Re-Export,3,57806.938
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1989,Export,6,125689.942
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1989,Gross Exp.,2,204284.932
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1989,Gross Imp.,1,1156942.101
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1989,Import,5,1156942.101
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1989,Re-Export,3,78594.99
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1990,Export,6,165792.377
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1990,Gross Exp.,2,262100.519
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1990,Gross Imp.,1,1180547.585
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1990,Import,5,1180547.585
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1990,Re-Export,3,96308.142
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1991,Export,6,158162.696
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1991,Gross Exp.,2,258390.849
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1991,Gross Imp.,1,1140849.775
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1991,Import,5,1140849.775
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1991,Re-Export,3,100228.153
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1992,Export,6,142710.572
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1992,Gross Exp.,2,266346.719
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1992,Gross Imp.,1,1535140.69
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1992,Import,5,1535140.69
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1992,Re-Export,3,123636.147
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1993,Export,6,131594.421
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1993,Gross Exp.,2,256638.82
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1993,Gross Imp.,1,1175917.667
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1993,Import,5,1175917.667
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1993,Re-Export,3,125044.399
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1994,Export,6,130066.195
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1994,Gross Exp.,2,302646.869
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1994,Gross Imp.,1,1289459.344
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1994,Import,5,1289459.344
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1994,Re-Export,3,172580.674
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1995,Export,6,178431.737
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1995,Gross Exp.,2,448386.332
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1995,Gross Imp.,1,1538483.724
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1995,Import,5,1538483.724
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1995,Re-Export,3,269954.595
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1996,Export,6,161802.997
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1996,Gross Exp.,2,504163.566
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1996,Gross Imp.,1,1560127.925
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1996,Import,5,1560127.925
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1996,Re-Export,3,342360.569
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1997,Export,6,134850.844
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1997,Gross Exp.,2,358827.408
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1997,Gross Imp.,1,1390662.451
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1997,Import,5,1390662.451
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1997,Re-Export,3,223976.564
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1998,Export,6,142267.282
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1998,Gross Exp.,2,330222.786
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1998,Gross Imp.,1,1660892.962
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1998,Import,5,1660892.962
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1998,Re-Export,3,187955.504
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1999,Export,6,141375.488
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1999,Gross Exp.,2,299016.907
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1999,Gross Imp.,1,1545990.553
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1999,Import,5,1545990.553
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,1999,Re-Export,3,157641.419
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Export,6,132177.632
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Gross Exp.,2,220908.079
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Gross Imp.,1,1627349.501
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Import,5,1625972.899
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Re-Export,3,88730.447
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2000,Re-Import,4,1376.602
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Export,6,143461.066
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Gross Exp.,2,224834.833
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Gross Imp.,1,1728274.295
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Import,5,1726133.426
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Re-Export,3,81373.767
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2001,Re-Import,4,2140.869
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Export,6,149719.828
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Gross Exp.,2,232163.865
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Gross Imp.,1,1892975.063
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Import,5,1891974.11
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Re-Export,3,82444.037
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2002,Re-Import,4,1000.953
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Export,6,186493.188
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Gross Exp.,2,258596.584
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Gross Imp.,1,2213010.205
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Import,5,2212348.986
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Re-Export,3,72103.396
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2003,Re-Import,4,661.219
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Export,6,226665.363
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Gross Exp.,2,400542.301
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Gross Imp.,1,3304523.407
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Import,5,3304448.394
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Re-Export,3,173876.938
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2004,Re-Import,4,75.013
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2005,Export,6,223452.083
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2005,Gross Exp.,2,660911.823
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2005,Gross Imp.,1,3707852.931
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2005,Import,5,3707852.931
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2005,Re-Export,3,437459.74
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Export,6,272341.292
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Gross Exp.,2,539578.527
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Gross Imp.,1,4100153.075
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Import,5,4100153.075
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2006,Re-Export,3,267237.235
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Export,6,354821.744
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Gross Exp.,2,628237.129
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Gross Imp.,1,5143751.55
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Import,5,5143751.55
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2007,Re-Export,3,273415.385
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Export,6,393908.518
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Gross Exp.,2,676318.286
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Gross Imp.,1,6323170.86
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Import,5,6323170.86
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2008,Re-Export,3,282409.768
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Export,6,335789.135
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Gross Exp.,2,591594.614
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Gross Imp.,1,5000677.485
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Import,5,5000677.485
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2009,Re-Export,3,255805.479
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Export,6,379071.81
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Gross Exp.,2,658743.818
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Gross Imp.,1,5306536.494
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Import,5,5306536.494
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2010,Re-Export,3,279672.008
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Export,6,420881.59
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Gross Exp.,2,816685.115
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Gross Imp.,1,5195207.033
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Import,5,5195207.033
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2011,Re-Export,3,395803.525
S2,CYP,Total,Cyprus,EU-UK,EU28 - EU members (excl. UK) --- EU,2012,Export,6,319596.86
