"ReporterISO3","ReporterName","Year","Exports (% of GDP)","Exports G&S (Current USD)","Imports (% of GDP)","Imports G&S (Current USD)","Trade Balance (% of GDP)","Trade Balance G&S (Current USD)"
"PRT","Portugal",1997,27.1541,31774838784,35.1508,41132257280,-7.9967,-9357418496
"PRT","Portugal",1998,27.3316,33876547584,36.4993,45239504896,-9.1676,-11362957312
"PRT","Portugal",1999,26.482,33756676096,36.8324,46950346752,-10.3504,-13193670656
"PRT","Portugal",2000,28.2046,33452144640,39.2484,46550614016,-11.0438,-13098469376
"PRT","Portugal",2001,27.4373,33364916224,37.6546,45789577216,-10.2173,-12424660992
"PRT","Portugal",2002,27.0734,36493692928,35.2349,47495077888,-8.1615,-11001384960
"PRT","Portugal",2003,27.3672,45217763328,33.7718,55799779328,-6.4046,-10582016000
"PRT","Portugal",2004,27.6671,52396449792,35.5375,67301752832,-7.8705,-14905303040
"PRT","Portugal",2005,27.0842,53424570368,35.8603,70735904768,-8.7762,-17311334400
"PRT","Portugal",2006,30.3574,63373037568,38.1896,79723356160,-7.8322,-16350318592
"PRT","Portugal",2007,31.1942,75020812288,38.7519,93196902400,-7.5577,-18176090112
"PRT","Portugal",2008,31.2611,82346811392,40.8147,107512512512,-9.5536,-25165701120
"PRT","Portugal",2009,27.2937,66778988544,34.199,83673808896,-6.9052,-16894820352
"PRT","Portugal",2010,30.0693,71598931968,37.714,89801908224,-7.6447,-18202976256
"PRT","Portugal",2011,34.4549,84455063552,38.6447,94725070848,-4.1898,-10270007296
"PRT","Portugal",2012,37.778,81685225472,38.2728,82755125248,-0.4948,-1069899776
"PRT","Portugal",2013,39.6065,89682534400,38.5079,87194992640,1.0986,2487541760
"PRT","Portugal",2014,40.216,92457304064,40.0663,92113305600,0.1496,343998464
"PRT","Portugal",2015,40.6151,80984129536,39.8758,79509938176,0.7393,1474191360
"PRT","Portugal",2016,40.2108,83005652992,39.0634,80637083648,1.1474,2368569344
"PRT","Portugal",2017,42.7243,94573527040,41.7149,92339159040,1.0094,2234368000
"PRT","Portugal",2018,43.4457,105274679296,42.983,104153546752,0.4627,1121132544
"PRT","Portugal",2019,43.5084,104414519296,43.0563,103329480704,0.4521,1085038592
"PRT","Portugal",2020,37.0468,84848918528,39.1907,89759219712,-2.1439,-4910301184
"PRT","Portugal",2021,41.6337,105742557184,44.4865,112987996160,-2.8527,-7245438976
"PRT","Portugal",2022,50.048,126093754368,52.5876,132491968512,-2.5395,-6398214144
"ROM","Romania",1990,16.7269,6397087744,26.1802,10012444672,-9.4533,-3615356928
"ROM","Romania",1991,17.6006,5078072832,21.5346,6213078528,-3.9339,-1135005696
"ROM","Romania",1992,27.7914,6981666816,36.1988,9093749760,-8.4074,-2112082944
"ROM","Romania",1993,23.0163,6067357184,27.9874,7377796096,-4.9711,-1310438912
"ROM","Romania",1994,24.9014,7488553984,26.9657,8109367808,-2.0644,-620813824
"ROM","Romania",1995,25.63,9593385984,30.6612,11476553728,-5.0311,-1883167744
"ROM","Romania",1996,26.4575,9772623872,34.3239,12678235136,-7.8664,-2905611264
"ROM","Romania",1997,28.1971,10031190016,35.0081,12454200320,-6.811,-2423010304
"ROM","Romania",1998,23.0155,9596560384,30.8233,12852123648,-7.8078,-3255563264
"ROM","Romania",1999,26.6618,9585766400,31.3119,11257603072,-4.65,-1671836672
"ROM","Romania",2000,21.5889,8042666496,26.9324,10033341440,-5.3436,-1990674944
"ROM","Romania",2001,22.106,8929729536,29.8226,12046884864,-7.7167,-3117155328
"ROM","Romania",2002,24.013,11061723136,29.6972,13680173056,-5.6842,-2618449920
"ROM","Romania",2003,24.2127,13996506112,31.9668,18478845952,-7.7541,-4482339840
"ROM","Romania",2004,25.7439,19301171200,34.8825,26152718336,-9.1386,-6851547136
"ROM","Romania",2005,24.5352,24155998208,34.8253,34287058944,-10.2901,-10131060736
"ROM","Romania",2006,24.7712,30226771968,36.9124,45041885184,-12.1412,-14815113216
"ROM","Romania",2007,24.7108,43142336512,38.7943,67730542592,-14.0835,-24588206080
"ROM","Romania",2008,26.1553,56055394304,39.0195,83625426944,-12.8641,-27570032640
"ROM","Romania",2009,26.0236,45307699200,32.4492,56494829568,-6.4256,-11187130368
"ROM","Romania",2010,31.6738,53854748672,38.1594,64882249728,-6.4856,-11027501056
"ROM","Romania",2011,35.2684,67931717632,40.8742,78729265152,-5.6058,-10797547520
"ROM","Romania",2012,35.7515,64042729472,40.7877,73064210432,-5.0362,-9021480960
"ROM","Romania",2013,40.2473,76385148928,41.1543,78106402816,-0.9069,-1721253888
"ROM","Romania",2014,41.4785,82838249472,41.9002,83680518144,-0.4217,-842268672
"ROM","Romania",2015,41.3495,73554075648,42.1717,75016626176,-0.8222,-1462550528
"ROM","Romania",2016,42.4171,78593540096,43.4769,80557359104,-1.0599,-1963819008
"ROM","Romania",2017,42.3343,88964374528,44.8218,94191828992,-2.4875,-5227454464
"ROM","Romania",2018,41.5417,101077737472,44.9289,109319282688,-3.3872,-8241545216
"ROM","Romania",2019,40.2002,100909645824,44.3029,111208079360,-4.1027,-10298433536
"ROM","Romania",2020,36.8766,92693864448,41.1825,103517495296,-4.306,-10823630848
"ROM","Romania",2021,40.6487,116013236224,46.3279,132221927424,-5.6792,-16208691200
"ROM","Romania",2022,42.5371,128147849216,49.4417,148948942848,-6.9047,-20801093632
"SVK","Slovak Republic",1990,23.8135,3035595520,33.354,4251767296,-9.5406,-1216171776
"SVK","Slovak Republic",1991,41.5806,5934465536,46.262,6602608640,-4.6814,-668143104
"SVK","Slovak Republic",1992,63.2392,9799241728,69.8215,10819202048,-6.5823,-1019960320
"SVK","Slovak Republic",1993,52.4541,8665772032,59.7416,9869717504,-7.2875,-1203945472
"SVK","Slovak Republic",1994,55.3243,11155008512,53.0478,10695987200,2.2766,459021312
"SVK","Slovak Republic",1995,53.9263,13934638080,54.6255,14115313664,-0.6992,-180675584
"SVK","Slovak Republic",1996,49.2928,13765020672,62.5253,17460205568,-13.2325,-3695184896
"SVK","Slovak Republic",1997,53.609,14852919296,63.979,17726048256,-10.37,-2873128960
"SVK","Slovak Republic",1998,45.5169,13589532672,56.5532,16884532224,-11.0363,-3294999552
"SVK","Slovak Republic",1999,46.3477,14119212032,51.1362,15577954304,-4.7885,-1458742272
"SVK","Slovak Republic",2000,53.2055,15558640640,55.5829,16253876224,-2.3775,-695235584
"SVK","Slovak Republic",2001,57.1182,17580281856,64.5611,19871121408,-7.4429,-2290839552
"SVK","Slovak Republic",2002,56.9705,20109328384,63.4034,22379999232,-6.4329,-2270670848
"SVK","Slovak Republic",2003,62.3344,29247254528,62.8133,29471991808,-0.479,-224737280
"SVK","Slovak Republic",2004,69.0463,39658442752,70.604,40553164800,-1.5577,-894722048
"SVK","Slovak Republic",2005,72.3019,45411897344,75.426,47374110720,-3.1241,-1962213376
"SVK","Slovak Republic",2006,81.2399,57491283968,83.3864,59010359296,-2.1466,-1519075328
"SVK","Slovak Republic",2007,83.3809,72177795072,82.9487,71803691008,0.4322,374104064
"SVK","Slovak Republic",2008,80.148,80853221376,81.9229,82643705856,-1.7749,-1790484480
"SVK","Slovak Republic",2009,68.0361,60823814144,68.2046,60974411776,-0.1685,-150597632
"SVK","Slovak Republic",2010,76.5615,69795610624,76.8926,70097453056,-0.3311,-301842432
"SVK","Slovak Republic",2011,84.3383,84273078272,83.6559,83591217152,0.6824,681861120
"SVK","Slovak Republic",2012,90.8314,85948063744,85.3351,80747225088,5.4963,5200838656
"SVK","Slovak Republic",2013,93.442,92447055872,87.9087,86972645376,5.5333,5474410496
"SVK","Slovak Republic",2014,91.4001,92713541632,86.6334,87878377472,4.7667,4835164160
"SVK","Slovak Republic",2015,91.6005,81433632768,88.5876,78755119104,3.0129,2678513664
"SVK","Slovak Republic",2016,93.466,84075233280,90.5674,81467817984,2.8987,2607415296
"SVK","Slovak Republic",2017,95.0743,90938564608,92.9848,88939913216,2.0895,1998651392
"SVK","Slovak Republic",2018,95.8359,101718179840,93.9682,99735871488,1.8677,1982308352
"SVK","Slovak Republic",2019,91.9101,97158217728,91.5862,96815792128,0.3239,342425600
"SVK","Slovak Republic",2020,85.0581,90781540352,83.4352,89049522176,1.6228,1732018176
"SVK","Slovak Republic",2021,92.3539,109583949824,92.3646,109596729344,-0.0108,-12779520
"SVK","Slovak Republic",2022,99.0644,114388508672,104.8283,121044033536,-5.7639,-6655524864
"SVN","Slovenia",1995,45.4377,9701955584,47.6791,10180543488,-2.2414,-478587904
"SVN","Slovenia",1996,46.1309,9921479680,47.3784,10189789184,-1.2475,-268309504
"SVN","Slovenia",1997,47.5618,9875306496,48.6995,10111527936,-1.1377,-236221440
"SVN","Slovenia",1998,47.4961,10518606848,49.188,10893287424,-1.6919,-374680576
"SVN","Slovenia",1999,44.1061,10017114112,48.4357,11000424448,-4.3296,-983310336
"SVN","Slovenia",2000,50.1352,10172240896,53.8126,10918375424,-3.6774,-746134528
"SVN","Slovenia",2001,51.7466,10802787328,52.7874,11020069888,-1.0408,-217282560
"SVN","Slovenia",2002,52.3212,12290189312,51.3301,12057382912,0.9911,232806400
"SVN","Slovenia",2003,51.0036,15114769408,51.321,15208840192,-0.3174,-94070784
"SVN","Slovenia",2004,55.0548,18946985984,56.5018,19444957184,-1.447,-497971200
"SVN","Slovenia",2005,59.8113,21655504896,60.4513,21887254528,-0.6401,-231749632
"SVN","Slovenia",2006,64.8702,25611438080,64.9182,25630375936,-0.048,-18937856
"SVN","Slovenia",2007,67.8991,32637319168,69.2281,33276137472,-1.329,-638818304
"SVN","Slovenia",2008,66.3133,36989153280,68.4183,38163320832,-2.105,-1174167552
"SVN","Slovenia",2009,57.2643,28957253632,55.8576,28245913600,1.4067,711340032
"SVN","Slovenia",2010,64.2748,30985760768,63.2167,30475638784,1.0582,510121984
"SVN","Slovenia",2011,70.2471,36236197888,69.0308,35608735744,1.2164,627462144
"SVN","Slovenia",2012,72.8916,33951293440,69.4928,32368232448,3.3987,1583060992
"SVN","Slovenia",2013,74.2165,35932393472,69.5399,33668190208,4.6766,2264203264
"SVN","Slovenia",2014,76.1517,38073729024,69.398,34697052160,6.7537,3376676864
"SVN","Slovenia",2015,77.1487,33256871936,69.1472,29807624192,8.0015,3449247744
"SVN","Slovenia",2016,77.5982,34738155520,69.0596,30915723264,8.5386,3822432256
"SVN","Slovenia",2017,83.1255,40389935104,74.1489,36028301312,8.9766,4361633792
"SVN","Slovenia",2018,84.7927,45938876416,76.3497,41364664320,8.443,4574212096
"SVN","Slovenia",2019,83.6994,45475233792,75.0998,40802918400,8.5996,4672315392
"SVN","Slovenia",2020,77.7406,41751986176,68.4947,36786335744,9.2459,4965650432
"SVN","Slovenia",2021,83.6299,51640295424,77.2903,47725670400,6.3396,3914625024
"SVN","Slovenia",2022,90.3803,56142221312,88.7519,55130714112,1.6284,1011507200
"SWE","Sweden",1988,29.8094,61701947392,28.5374,59069104128,1.272,2632843264
"SWE","Sweden",1989,29.5823,64474390528,29.4557,64198488064,0.1266,275902464
"SWE","Sweden",1990,27.9222,73113280512,27.901,73057943552,0.0211,55336960
"SWE","Sweden",1991,26.0947,71559700480,24.9949,68543733760,1.0998,3015966720
"SWE","Sweden",1992,25.9576,73802498048,24.8145,70552444928,1.1431,3250053120
"SWE","Sweden",1993,30.4102,64759394304,27.7247,59040448512,2.6855,5718945792
"SWE","Sweden",1994,33.5983,76951699456,30.2433,69267636224,3.355,7684063232
"SWE","Sweden",1995,37.124,99235160064,31.4764,84138713088,5.6476,15096446976
"SWE","Sweden",1996,36.0289,105112682496,30.5096,89010577408,5.5192,16102105088
"SWE","Sweden",1997,39.132,104930992128,32.8767,88157741056,6.2553,16773251072
"SWE","Sweden",1998,40.021,108380913664,34.3194,92940410880,5.7016,15440502784
"SWE","Sweden",1999,40.1114,109933903872,34.7869,95340978176,5.3245,14592925696
"SWE","Sweden",2000,43.2585,113698021376,38.2191,100452794368,5.0394,13245227008
"SWE","Sweden",2001,42.9207,104037744640,37.6675,91304247296,5.2532,12733497344
"SWE","Sweden",2002,41.2471,110067212288,35.9716,95989538816,5.2755,14077673472
"SWE","Sweden",2003,40.3257,134823772160,34.9199,116750123008,5.4058,18073649152
"SWE","Sweden",2004,42.6906,164409671680,35.9005,138259578880,6.7901,26150092800
"SWE","Sweden",2005,45.0155,176559128576,38.736,151929831424,6.2795,24629297152
"SWE","Sweden",2006,47.4874,200914878464,40.708,172231639040,6.7795,28683239424
"SWE","Sweden",2007,47.6103,233887678464,41.5518,204125306880,6.0584,29762371584
"SWE","Sweden",2008,49.0869,254126047232,43.4772,225084309504,5.6097,29041737728
"SWE","Sweden",2009,43.454,189692231680,38.0549,166123208704,5.3991,23569022976
"SWE","Sweden",2010,44.6789,221523361792,39.5695,196190666752,5.1093,25332695040
"SWE","Sweden",2011,45.2712,259899244544,40.5198,232621998080,4.7514,27277246464
"SWE","Sweden",2012,45.0275,248769757184,40.2547,222400806912,4.7728,26368950272
"SWE","Sweden",2013,42.5268,249565102080,38.2889,224695025664,4.238,24870076416
"SWE","Sweden",2014,43.2662,251793489920,39.6674,230849822720,3.5988,20943667200
"SWE","Sweden",2015,43.7668,221067591680,39.957,201824550912,3.8097,19243040768
"SWE","Sweden",2016,42.6915,220140601344,39.6292,204349652992,3.0623,15790948352
"SWE","Sweden",2017,43.7347,236613042176,41.2,222899879936,2.5347,13713162240
"SWE","Sweden",2018,45.6831,253749018624,43.4481,241335009280,2.2349,12414009344
"SWE","Sweden",2019,47.8092,255243583488,43.6246,232902901760,4.1846,22340681728
"SWE","Sweden",2020,43.8473,239868493824,39.3637,215340761088,4.4836,24527732736
"SWE","Sweden",2021,46.2772,294718996480,41.8348,266427351040,4.4424,28291645440
"SWE","Sweden",2022,52.5864,308124057600,50.159,293900943360,2.4274,14223114240
