CT,Instmu,Instsigma,Total_Patents
0.001,0.011999999999999999,0.012999999999999998,4
0.001,0.011999999999999999,0.013999999999999999,10
0.001,0.011999999999999999,0.015,6
0.001,0.012999999999999998,0.005,10
0.001,0.012999999999999998,0.006,3
0.001,0.012999999999999998,0.006999999999999999,2
0.001,0.012999999999999998,0.008,4
0.001,0.012999999999999998,0.009,4
0.001,0.012999999999999998,0.009999999999999998,4
0.001,0.012999999999999998,0.011,0
0.001,0.012999999999999998,0.011999999999999999,7
0.001,0.012999999999999998,0.012999999999999998,3
0.001,0.012999999999999998,0.013999999999999999,5
0.001,0.012999999999999998,0.015,4
0.001,0.013999999999999999,0.005,7
0.001,0.013999999999999999,0.006,9
0.001,0.013999999999999999,0.006999999999999999,4
0.001,0.013999999999999999,0.008,0
0.001,0.013999999999999999,0.009,6
0.001,0.013999999999999999,0.009999999999999998,6
0.001,0.013999999999999999,0.011,3
0.001,0.013999999999999999,0.011999999999999999,9
0.001,0.013999999999999999,0.012999999999999998,8
0.001,0.013999999999999999,0.013999999999999999,4
0.001,0.013999999999999999,0.015,6
0.001,0.015,0.005,4
0.001,0.015,0.006,6
0.001,0.015,0.006999999999999999,6
0.001,0.015,0.008,7
0.001,0.015,0.009,2
0.001,0.015,0.009999999999999998,4
0.001,0.015,0.011,7
0.001,0.015,0.011999999999999999,8
0.001,0.015,0.012999999999999998,3
0.001,0.015,0.013999999999999999,4
0.001,0.015,0.015,3
0.0019000000000000002,0.005,0.005,6
0.0019000000000000002,0.005,0.006,4
0.0019000000000000002,0.005,0.006999999999999999,9
0.0019000000000000002,0.005,0.008,4
0.0019000000000000002,0.005,0.009,3
0.0019000000000000002,0.005,0.009999999999999998,2
0.0019000000000000002,0.005,0.011,2
0.0019000000000000002,0.005,0.011999999999999999,11
0.0019000000000000002,0.005,0.012999999999999998,14
0.0019000000000000002,0.005,0.013999999999999999,1
0.0019000000000000002,0.005,0.015,6
0.0019000000000000002,0.006,0.005,7
0.0019000000000000002,0.006,0.006,4
0.0019000000000000002,0.006,0.006999999999999999,6
0.0019000000000000002,0.006,0.008,1
0.0019000000000000002,0.006,0.009,1
0.0019000000000000002,0.006,0.009999999999999998,4
0.0019000000000000002,0.006,0.011,7
0.0019000000000000002,0.006,0.011999999999999999,11
0.0019000000000000002,0.006,0.012999999999999998,7
0.0019000000000000002,0.006,0.013999999999999999,6
0.0019000000000000002,0.006,0.015,8
0.0019000000000000002,0.006999999999999999,0.005,7
0.0019000000000000002,0.006999999999999999,0.006,7
0.0019000000000000002,0.006999999999999999,0.006999999999999999,4
0.0019000000000000002,0.006999999999999999,0.008,6
0.0019000000000000002,0.006999999999999999,0.009,7
0.0019000000000000002,0.006999999999999999,0.009999999999999998,4
0.0019000000000000002,0.006999999999999999,0.011,5
0.0019000000000000002,0.006999999999999999,0.011999999999999999,5
0.0019000000000000002,0.006999999999999999,0.012999999999999998,6
0.0019000000000000002,0.006999999999999999,0.013999999999999999,7
0.0019000000000000002,0.006999999999999999,0.015,4
0.0019000000000000002,0.008,0.005,5
0.0019000000000000002,0.008,0.006,5
0.0019000000000000002,0.008,0.006999999999999999,0
0.0019000000000000002,0.008,0.008,7
0.0019000000000000002,0.008,0.009,8
0.0019000000000000002,0.008,0.009999999999999998,7
0.0019000000000000002,0.008,0.011,8
0.0019000000000000002,0.008,0.011999999999999999,3
0.0019000000000000002,0.008,0.012999999999999998,1
0.0019000000000000002,0.008,0.013999999999999999,3
0.0019000000000000002,0.008,0.015,4
0.0019000000000000002,0.009,0.005,8
0.0019000000000000002,0.009,0.006,7
0.0019000000000000002,0.009,0.006999999999999999,5
0.0019000000000000002,0.009,0.008,0
0.0019000000000000002,0.009,0.009,7
0.0019000000000000002,0.009,0.009999999999999998,7
0.0019000000000000002,0.009,0.011,6
0.0019000000000000002,0.009,0.011999999999999999,5
0.0019000000000000002,0.009,0.012999999999999998,7
0.0019000000000000002,0.009,0.013999999999999999,5
0.0019000000000000002,0.009,0.015,5
0.0019000000000000002,0.009999999999999998,0.005,4
0.0019000000000000002,0.009999999999999998,0.006,8
0.0019000000000000002,0.009999999999999998,0.006999999999999999,1
0.0019000000000000002,0.009999999999999998,0.008,10
0.0019000000000000002,0.009999999999999998,0.009,5
0.0019000000000000002,0.009999999999999998,0.009999999999999998,4
0.0019000000000000002,0.009999999999999998,0.011,7
0.0019000000000000002,0.009999999999999998,0.011999999999999999,2
0.0019000000000000002,0.009999999999999998,0.012999999999999998,5
0.0019000000000000002,0.009999999999999998,0.013999999999999999,6
0.0019000000000000002,0.009999999999999998,0.015,6
0.0019000000000000002,0.011,0.005,7
0.0019000000000000002,0.011,0.006,4
0.0019000000000000002,0.011,0.006999999999999999,9
0.0019000000000000002,0.011,0.008,2
0.0019000000000000002,0.011,0.009,2
0.0019000000000000002,0.011,0.009999999999999998,6
0.0019000000000000002,0.011,0.011,9
0.0019000000000000002,0.011,0.011999999999999999,5
0.0019000000000000002,0.011,0.012999999999999998,3
0.0019000000000000002,0.011,0.013999999999999999,5
0.0019000000000000002,0.011,0.015,11
0.0019000000000000002,0.011999999999999999,0.005,10
0.0019000000000000002,0.011999999999999999,0.006,3
0.0019000000000000002,0.011999999999999999,0.006999999999999999,5
0.0019000000000000002,0.011999999999999999,0.008,5
0.0019000000000000002,0.011999999999999999,0.009,4
0.0019000000000000002,0.011999999999999999,0.009999999999999998,3
0.0019000000000000002,0.011999999999999999,0.011,4
0.0019000000000000002,0.011999999999999999,0.011999999999999999,8
0.0019000000000000002,0.011999999999999999,0.012999999999999998,4
0.0019000000000000002,0.011999999999999999,0.013999999999999999,7
0.0019000000000000002,0.011999999999999999,0.015,2
0.0019000000000000002,0.012999999999999998,0.005,5
0.0019000000000000002,0.012999999999999998,0.006,4
0.0019000000000000002,0.012999999999999998,0.006999999999999999,6
0.0019000000000000002,0.012999999999999998,0.008,9
0.0019000000000000002,0.012999999999999998,0.009,5
0.0019000000000000002,0.012999999999999998,0.009999999999999998,8
0.0019000000000000002,0.012999999999999998,0.011,2
0.0019000000000000002,0.012999999999999998,0.011999999999999999,4
0.0019000000000000002,0.012999999999999998,0.012999999999999998,5
0.0019000000000000002,0.012999999999999998,0.013999999999999999,3
0.0019000000000000002,0.012999999999999998,0.015,10
0.0019000000000000002,0.013999999999999999,0.005,6
0.0019000000000000002,0.013999999999999999,0.006,2
0.0019000000000000002,0.013999999999999999,0.006999999999999999,3
0.0019000000000000002,0.013999999999999999,0.008,7
0.0019000000000000002,0.013999999999999999,0.009,5
0.0019000000000000002,0.013999999999999999,0.009999999999999998,4
0.0019000000000000002,0.013999999999999999,0.011,10
0.0019000000000000002,0.013999999999999999,0.011999999999999999,8
0.0019000000000000002,0.013999999999999999,0.012999999999999998,1
0.0019000000000000002,0.013999999999999999,0.013999999999999999,4
0.0019000000000000002,0.013999999999999999,0.015,4
0.0019000000000000002,0.015,0.005,6
0.0019000000000000002,0.015,0.006,6
0.0019000000000000002,0.015,0.006999999999999999,6
0.0019000000000000002,0.015,0.008,3
0.0019000000000000002,0.015,0.009,6
0.0019000000000000002,0.015,0.009999999999999998,2
0.0019000000000000002,0.015,0.011,2
0.0019000000000000002,0.015,0.011999999999999999,7
0.0019000000000000002,0.015,0.012999999999999998,7
0.0019000000000000002,0.015,0.013999999999999999,8
0.0019000000000000002,0.015,0.015,2
0.0028000000000000004,0.005,0.005,4
0.0028000000000000004,0.005,0.006,9
0.0028000000000000004,0.005,0.006999999999999999,2
0.0028000000000000004,0.005,0.008,8
0.0028000000000000004,0.005,0.009,6
0.0028000000000000004,0.005,0.009999999999999998,7
0.0028000000000000004,0.005,0.011,7
0.0028000000000000004,0.005,0.011999999999999999,7
0.0028000000000000004,0.005,0.012999999999999998,2
0.0028000000000000004,0.005,0.013999999999999999,6
0.0028000000000000004,0.005,0.015,5
0.0028000000000000004,0.006,0.005,8
0.0028000000000000004,0.006,0.006,6
0.0028000000000000004,0.006,0.006999999999999999,3
0.0028000000000000004,0.006,0.008,4
0.0028000000000000004,0.006,0.009,5
0.0028000000000000004,0.006,0.009999999999999998,3
0.0028000000000000004,0.006,0.011,7
0.0028000000000000004,0.006,0.011999999999999999,4
0.0028000000000000004,0.006,0.012999999999999998,7
0.0028000000000000004,0.006,0.013999999999999999,8
0.0028000000000000004,0.006,0.015,6
0.0028000000000000004,0.006999999999999999,0.005,8
0.0028000000000000004,0.006999999999999999,0.006,7
0.0028000000000000004,0.006999999999999999,0.006999999999999999,7
0.0028000000000000004,0.006999999999999999,0.008,8
0.0028000000000000004,0.006999999999999999,0.009,6
0.0028000000000000004,0.006999999999999999,0.009999999999999998,3
0.0028000000000000004,0.006999999999999999,0.011,6
0.0028000000000000004,0.006999999999999999,0.011999999999999999,7
0.0028000000000000004,0.006999999999999999,0.012999999999999998,6
0.0028000000000000004,0.006999999999999999,0.013999999999999999,4
0.0028000000000000004,0.006999999999999999,0.015,2
0.0028000000000000004,0.008,0.005,8
0.0028000000000000004,0.008,0.006,4
0.0028000000000000004,0.008,0.006999999999999999,5
0.0028000000000000004,0.008,0.008,10
0.0028000000000000004,0.008,0.009,1
0.0028000000000000004,0.008,0.009999999999999998,1
0.0028000000000000004,0.008,0.011,11
0.0028000000000000004,0.008,0.011999999999999999,5
0.0028000000000000004,0.008,0.012999999999999998,5
0.0028000000000000004,0.008,0.013999999999999999,2
0.0028000000000000004,0.008,0.015,3
0.0028000000000000004,0.009,0.005,3
0.0028000000000000004,0.009,0.006,3
0.0028000000000000004,0.009,0.006999999999999999,5
0.0028000000000000004,0.009,0.008,7
0.0028000000000000004,0.009,0.009,2
0.0028000000000000004,0.009,0.009999999999999998,5
0.0028000000000000004,0.009,0.011,4
0.0028000000000000004,0.009,0.011999999999999999,2
0.0028000000000000004,0.009,0.012999999999999998,6
0.0028000000000000004,0.009,0.013999999999999999,3
0.0028000000000000004,0.009,0.015,7
0.0028000000000000004,0.009999999999999998,0.005,7
0.0028000000000000004,0.009999999999999998,0.006,2
0.0028000000000000004,0.009999999999999998,0.006999999999999999,5
0.0028000000000000004,0.009999999999999998,0.008,4
0.0028000000000000004,0.009999999999999998,0.009,2
0.0028000000000000004,0.009999999999999998,0.009999999999999998,3
0.0028000000000000004,0.009999999999999998,0.011,5
0.0028000000000000004,0.009999999999999998,0.011999999999999999,4
0.0028000000000000004,0.009999999999999998,0.012999999999999998,4
0.0028000000000000004,0.009999999999999998,0.013999999999999999,7
0.0028000000000000004,0.009999999999999998,0.015,4
0.0028000000000000004,0.011,0.005,6
0.0028000000000000004,0.011,0.006,8
0.0028000000000000004,0.011,0.006999999999999999,3
0.0028000000000000004,0.011,0.008,6
0.0028000000000000004,0.011,0.009,5
0.0028000000000000004,0.011,0.009999999999999998,8
0.0028000000000000004,0.011,0.011,3
0.0028000000000000004,0.011,0.011999999999999999,2
0.0028000000000000004,0.011,0.012999999999999998,8
0.0028000000000000004,0.011,0.013999999999999999,3
0.0028000000000000004,0.011,0.015,7
0.0028000000000000004,0.011999999999999999,0.005,2
0.0028000000000000004,0.011999999999999999,0.006,5
0.0028000000000000004,0.011999999999999999,0.006999999999999999,5
0.0028000000000000004,0.011999999999999999,0.008,7
0.0028000000000000004,0.011999999999999999,0.009,3
0.0028000000000000004,0.011999999999999999,0.009999999999999998,5
0.0028000000000000004,0.011999999999999999,0.011,4
0.0028000000000000004,0.011999999999999999,0.011999999999999999,6
0.0028000000000000004,0.011999999999999999,0.012999999999999998,4
0.0028000000000000004,0.011999999999999999,0.013999999999999999,7
0.0028000000000000004,0.011999999999999999,0.015,11
0.0028000000000000004,0.012999999999999998,0.005,7
0.0028000000000000004,0.012999999999999998,0.006,3
0.0028000000000000004,0.012999999999999998,0.006999999999999999,5
0.0028000000000000004,0.012999999999999998,0.008,6
0.0028000000000000004,0.012999999999999998,0.009,4
0.0028000000000000004,0.012999999999999998,0.009999999999999998,9
0.0028000000000000004,0.012999999999999998,0.011,7
0.0028000000000000004,0.012999999999999998,0.011999999999999999,4
0.0028000000000000004,0.012999999999999998,0.012999999999999998,3
0.0028000000000000004,0.012999999999999998,0.013999999999999999,10
0.0028000000000000004,0.012999999999999998,0.015,6
0.0028000000000000004,0.013999999999999999,0.005,6
0.0028000000000000004,0.013999999999999999,0.006,2
0.0028000000000000004,0.013999999999999999,0.006999999999999999,3
0.0028000000000000004,0.013999999999999999,0.008,6
0.0028000000000000004,0.013999999999999999,0.009,3
0.0028000000000000004,0.013999999999999999,0.009999999999999998,8
0.0028000000000000004,0.013999999999999999,0.011,3
0.0028000000000000004,0.013999999999999999,0.011999999999999999,3
0.0028000000000000004,0.013999999999999999,0.012999999999999998,5
0.0028000000000000004,0.013999999999999999,0.013999999999999999,2
0.0028000000000000004,0.013999999999999999,0.015,7
0.0028000000000000004,0.015,0.005,4
0.0028000000000000004,0.015,0.006,4
0.0028000000000000004,0.015,0.006999999999999999,11
0.0028000000000000004,0.015,0.008,4
0.0028000000000000004,0.015,0.009,5
0.0028000000000000004,0.015,0.009999999999999998,4
0.0028000000000000004,0.015,0.011,3
0.0028000000000000004,0.015,0.011999999999999999,4
0.0028000000000000004,0.015,0.012999999999999998,7
0.0028000000000000004,0.015,0.013999999999999999,7
0.0028000000000000004,0.015,0.015,6
0.0037,0.005,0.005,3
0.0037,0.005,0.006,8
0.0037,0.005,0.006999999999999999,7
0.0037,0.005,0.008,5
0.0037,0.005,0.009,5
0.0037,0.005,0.009999999999999998,5
0.0037,0.005,0.011,4
0.0037,0.005,0.011999999999999999,2
0.0037,0.005,0.012999999999999998,3
0.0037,0.005,0.013999999999999999,4
0.0037,0.005,0.015,4
0.0037,0.006,0.005,7
0.0037,0.006,0.006,3
0.0037,0.006,0.006999999999999999,4
0.0037,0.006,0.008,10
0.0037,0.006,0.009,7
0.0037,0.006,0.009999999999999998,6
0.0037,0.006,0.011,3
0.0037,0.006,0.011999999999999999,10
0.0037,0.006,0.012999999999999998,5
0.0037,0.006,0.013999999999999999,3
0.0037,0.006,0.015,6
0.0037,0.006999999999999999,0.005,4
0.0037,0.006999999999999999,0.006,8
0.0037,0.006999999999999999,0.006999999999999999,5
0.0037,0.006999999999999999,0.008,4
0.0037,0.006999999999999999,0.009,4
0.0037,0.006999999999999999,0.009999999999999998,5
0.0037,0.006999999999999999,0.011,6
0.0037,0.006999999999999999,0.011999999999999999,4
0.0037,0.006999999999999999,0.012999999999999998,4
0.0037,0.006999999999999999,0.013999999999999999,4
0.0037,0.006999999999999999,0.015,5
0.0037,0.008,0.005,2
0.0037,0.008,0.006,4
0.0037,0.008,0.006999999999999999,5
0.0037,0.008,0.008,4
0.0037,0.008,0.009,6
0.0037,0.008,0.009999999999999998,5
0.0037,0.008,0.011,1
0.0037,0.008,0.011999999999999999,9
0.0037,0.008,0.012999999999999998,3
0.0037,0.008,0.013999999999999999,3
0.0037,0.008,0.015,4
0.0037,0.009,0.005,8
0.0037,0.009,0.006,3
0.0037,0.009,0.006999999999999999,8
0.0037,0.009,0.008,4
0.0037,0.009,0.009,10
0.0037,0.009,0.009999999999999998,8
0.0037,0.009,0.011,7
0.0037,0.009,0.011999999999999999,9
0.0037,0.009,0.012999999999999998,5
0.0037,0.009,0.013999999999999999,6
0.0037,0.009,0.015,3
0.0037,0.009999999999999998,0.005,6
0.0037,0.009999999999999998,0.006,4
0.0037,0.009999999999999998,0.006999999999999999,3
0.0037,0.009999999999999998,0.008,5
0.0037,0.009999999999999998,0.009,9
0.0037,0.009999999999999998,0.009999999999999998,10
0.0037,0.009999999999999998,0.011,5
0.0037,0.009999999999999998,0.011999999999999999,3
0.0037,0.009999999999999998,0.012999999999999998,1
0.0037,0.009999999999999998,0.013999999999999999,3
0.0037,0.009999999999999998,0.015,6
0.0037,0.011,0.005,4
0.0037,0.011,0.006,9
0.0037,0.011,0.006999999999999999,5
0.0037,0.011,0.008,3
0.0037,0.011,0.009,4
0.0037,0.011,0.009999999999999998,7
0.0037,0.011,0.011,1
0.0037,0.011,0.011999999999999999,3
0.0037,0.011,0.012999999999999998,5
0.0037,0.011,0.013999999999999999,9
0.0037,0.011,0.015,4
0.0037,0.011999999999999999,0.005,8
0.0037,0.011999999999999999,0.006,3
0.0037,0.011999999999999999,0.006999999999999999,2
0.0037,0.011999999999999999,0.008,4
0.0037,0.011999999999999999,0.009,6
0.0037,0.011999999999999999,0.009999999999999998,4
0.0037,0.011999999999999999,0.011,6
0.0037,0.011999999999999999,0.011999999999999999,7
0.0037,0.011999999999999999,0.012999999999999998,5
0.0037,0.011999999999999999,0.013999999999999999,4
0.0037,0.011999999999999999,0.015,6
0.0037,0.012999999999999998,0.005,6
0.0037,0.012999999999999998,0.006,10
0.0037,0.012999999999999998,0.006999999999999999,7
0.0037,0.012999999999999998,0.008,3
0.0037,0.012999999999999998,0.009,3
0.0037,0.012999999999999998,0.009999999999999998,7
0.0037,0.012999999999999998,0.011,4
0.0037,0.012999999999999998,0.011999999999999999,7
0.0037,0.012999999999999998,0.012999999999999998,6
0.0037,0.012999999999999998,0.013999999999999999,8
0.0037,0.012999999999999998,0.015,3
0.0037,0.013999999999999999,0.005,10
0.0037,0.013999999999999999,0.006,2
0.0037,0.013999999999999999,0.006999999999999999,7
0.0037,0.013999999999999999,0.008,10
0.0037,0.013999999999999999,0.009,6
0.0037,0.013999999999999999,0.009999999999999998,7
0.0037,0.013999999999999999,0.011,9
0.0037,0.013999999999999999,0.011999999999999999,7
0.0037,0.013999999999999999,0.012999999999999998,6
0.0037,0.013999999999999999,0.013999999999999999,7
0.0037,0.013999999999999999,0.015,5
0.0037,0.015,0.005,4
0.0037,0.015,0.006,7
0.0037,0.015,0.006999999999999999,3
0.0037,0.015,0.008,7
0.0037,0.015,0.009,7
0.0037,0.015,0.009999999999999998,12
0.0037,0.015,0.011,6
0.0037,0.015,0.011999999999999999,6
0.0037,0.015,0.012999999999999998,5
0.0037,0.015,0.013999999999999999,5
0.0037,0.015,0.015,6
0.0046,0.005,0.005,6
0.0046,0.005,0.006,7
0.0046,0.005,0.006999999999999999,4
0.0046,0.005,0.008,8
0.0046,0.005,0.009,5
0.0046,0.005,0.009999999999999998,3
0.0046,0.005,0.011,7
0.0046,0.005,0.011999999999999999,4
0.0046,0.005,0.012999999999999998,5
0.0046,0.005,0.013999999999999999,3
0.0046,0.005,0.015,4
0.0046,0.006,0.005,6
0.0046,0.006,0.006,5
0.0046,0.006,0.006999999999999999,1
0.0046,0.006,0.008,8
0.0046,0.006,0.009,3
0.0046,0.006,0.009999999999999998,4
0.0046,0.006,0.011,3
0.0046,0.006,0.011999999999999999,4
0.0046,0.006,0.012999999999999998,3
0.0046,0.006,0.013999999999999999,8
0.0046,0.006,0.015,5
0.0046,0.006999999999999999,0.005,7
0.0046,0.006999999999999999,0.006,5
0.0046,0.006999999999999999,0.006999999999999999,2
0.0046,0.006999999999999999,0.008,3
0.0046,0.006999999999999999,0.009,8
0.0046,0.006999999999999999,0.009999999999999998,6
0.0046,0.006999999999999999,0.011,9
0.0046,0.006999999999999999,0.011999999999999999,6
0.0046,0.006999999999999999,0.012999999999999998,4
0.0046,0.006999999999999999,0.013999999999999999,9
0.0046,0.006999999999999999,0.015,6
0.0046,0.008,0.005,8
0.0046,0.008,0.006,5
0.0046,0.008,0.006999999999999999,10
0.0046,0.008,0.008,7
0.0046,0.008,0.009,8
0.0046,0.008,0.009999999999999998,4
0.0046,0.008,0.011,7
0.0046,0.008,0.011999999999999999,6
0.0046,0.008,0.012999999999999998,4
0.0046,0.008,0.013999999999999999,6
0.0046,0.008,0.015,6
0.0046,0.009,0.005,1
0.0046,0.009,0.006,3
0.0046,0.009,0.006999999999999999,5
0.0046,0.009,0.008,6
0.0046,0.009,0.009,6
0.0046,0.009,0.009999999999999998,6
0.0046,0.009,0.011,7
0.0046,0.009,0.011999999999999999,9
0.0046,0.009,0.012999999999999998,1
0.0046,0.009,0.013999999999999999,4
0.0046,0.009,0.015,6
0.0046,0.009999999999999998,0.005,5
0.0046,0.009999999999999998,0.006,6
0.0046,0.009999999999999998,0.006999999999999999,5
0.0046,0.009999999999999998,0.008,12
0.0046,0.009999999999999998,0.009,8
0.0046,0.009999999999999998,0.009999999999999998,7
0.0046,0.009999999999999998,0.011,3
0.0046,0.009999999999999998,0.011999999999999999,4
0.0046,0.009999999999999998,0.012999999999999998,3
0.0046,0.009999999999999998,0.013999999999999999,6
0.0046,0.009999999999999998,0.015,5
0.0046,0.011,0.005,8
0.0046,0.011,0.006,6
0.0046,0.011,0.006999999999999999,4
0.0046,0.011,0.008,4
0.0046,0.011,0.009,4
0.0046,0.011,0.009999999999999998,5
0.0046,0.011,0.011,4
0.0046,0.011,0.011999999999999999,2
0.0046,0.011,0.012999999999999998,7
0.0046,0.011,0.013999999999999999,3
0.0046,0.011,0.015,2
0.0046,0.011999999999999999,0.005,7
0.0046,0.011999999999999999,0.006,6
0.0046,0.011999999999999999,0.006999999999999999,3
0.0046,0.011999999999999999,0.008,6
0.0046,0.011999999999999999,0.009,8
0.0046,0.011999999999999999,0.009999999999999998,3
0.0046,0.011999999999999999,0.011,3
0.0046,0.011999999999999999,0.011999999999999999,4
0.0046,0.011999999999999999,0.012999999999999998,8
0.0046,0.011999999999999999,0.013999999999999999,5
0.0046,0.011999999999999999,0.015,5
0.0046,0.012999999999999998,0.005,5
0.0046,0.012999999999999998,0.006,7
0.0046,0.012999999999999998,0.006999999999999999,8
0.0046,0.012999999999999998,0.008,8
0.0046,0.012999999999999998,0.009,7
0.0046,0.012999999999999998,0.009999999999999998,4
0.0046,0.012999999999999998,0.011,5
0.0046,0.012999999999999998,0.011999999999999999,2
0.0046,0.012999999999999998,0.012999999999999998,7
0.0046,0.012999999999999998,0.013999999999999999,6
0.0046,0.012999999999999998,0.015,4
0.0046,0.013999999999999999,0.005,4
0.0046,0.013999999999999999,0.006,6
0.0046,0.013999999999999999,0.006999999999999999,3
0.0046,0.013999999999999999,0.008,8
0.0046,0.013999999999999999,0.009,7
0.0046,0.013999999999999999,0.009999999999999998,4
0.0046,0.013999999999999999,0.011,6
0.0046,0.013999999999999999,0.011999999999999999,5
0.0046,0.013999999999999999,0.012999999999999998,1
0.0046,0.013999999999999999,0.013999999999999999,3
0.0046,0.013999999999999999,0.015,11
0.0046,0.015,0.005,4
0.0046,0.015,0.006,5
0.0046,0.015,0.006999999999999999,7
0.0046,0.015,0.008,4
0.0046,0.015,0.009,8
0.0046,0.015,0.009999999999999998,5
0.0046,0.015,0.011,6
0.0046,0.015,0.011999999999999999,5
0.0046,0.015,0.012999999999999998,6
0.0046,0.015,0.013999999999999999,6
0.0046,0.015,0.015,5
0.0055000000000000005,0.005,0.005,7
0.0055000000000000005,0.005,0.006,4
0.0055000000000000005,0.005,0.006999999999999999,5
0.0055000000000000005,0.005,0.008,6
0.0055000000000000005,0.005,0.009,9
0.0055000000000000005,0.005,0.009999999999999998,4
0.0055000000000000005,0.005,0.011,6
0.0055000000000000005,0.005,0.011999999999999999,9
0.0055000000000000005,0.005,0.012999999999999998,6
0.0055000000000000005,0.005,0.013999999999999999,7
0.0055000000000000005,0.005,0.015,5
0.0055000000000000005,0.006,0.005,5
0.0055000000000000005,0.006,0.006,3
0.0055000000000000005,0.006,0.006999999999999999,8
0.0055000000000000005,0.006,0.008,5
0.0055000000000000005,0.006,0.009,5
0.0055000000000000005,0.006,0.009999999999999998,6
0.0055000000000000005,0.006,0.011,7
0.0055000000000000005,0.006,0.011999999999999999,8
0.0055000000000000005,0.006,0.012999999999999998,3
0.0055000000000000005,0.006,0.013999999999999999,3
0.0055000000000000005,0.006,0.015,6
0.0055000000000000005,0.006999999999999999,0.005,4
0.0055000000000000005,0.006999999999999999,0.006,7
0.0055000000000000005,0.006999999999999999,0.006999999999999999,10
0.0055000000000000005,0.006999999999999999,0.008,3
0.0055000000000000005,0.006999999999999999,0.009,8
0.0055000000000000005,0.006999999999999999,0.009999999999999998,4
0.0055000000000000005,0.006999999999999999,0.011,2
0.0055000000000000005,0.006999999999999999,0.011999999999999999,4
0.0055000000000000005,0.006999999999999999,0.012999999999999998,7
0.0055000000000000005,0.006999999999999999,0.013999999999999999,5
0.0055000000000000005,0.006999999999999999,0.015,5
0.0055000000000000005,0.008,0.005,5
0.0055000000000000005,0.008,0.006,2
0.0055000000000000005,0.008,0.006999999999999999,7
0.0055000000000000005,0.008,0.008,9
0.0055000000000000005,0.008,0.009,11
0.0055000000000000005,0.008,0.009999999999999998,3
0.0055000000000000005,0.008,0.011,3
0.0055000000000000005,0.008,0.011999999999999999,2
0.0055000000000000005,0.008,0.012999999999999998,6
0.0055000000000000005,0.008,0.013999999999999999,5
0.0055000000000000005,0.008,0.015,5
